,Title,Date,Score
1188,Battle of Giants: Dinosaurs (DS),"Oct 14, 2008",7.1
1189,Brothers in Arms: Hell's Highway (PC),"Oct 7, 2008",7.7
1190,Imagine: Fashion Designer New York (DS),"Oct 7, 2008",tbd
1191,Imagine: Babysitters (DS),"Oct 7, 2008",tbd
1192,My Spanish Coach (PSP),"Oct 7, 2008",tbd
1193,War World (X360),"Oct 1, 2008",7.7
1194,The Settlers IV Gold Edition (PC),"Sep 30, 2008",7.2
1195,Brothers in Arms: Hell's Highway (PS3),"Sep 23, 2008",8.0
1196,Brothers in Arms: Hell's Highway (X360),"Sep 23, 2008",8.2
1197,Brothers in Arms: Double Time (WII),"Sep 23, 2008",6.6
1198,My SAT Coach (DS),"Sep 23, 2008",tbd
1199,Hell's Kitchen (PC),"Sep 22, 2008",tbd
1200,The Price is Right (PC),"Sep 22, 2008",tbd
1201,The Settlers: Rise of an Empire Gold Edition (PC),"Sep 22, 2008",6.4
1202,Rayman Raving Rabbids 2 (PC),"Sep 16, 2008",5.8
1203,Armored Core: For Answer (X360),"Sep 16, 2008",7.8
1204,Armored Core: For Answer (PS3),"Sep 16, 2008",7.7
1205,My Secret World by Imagine (DS),"Sep 16, 2008",7.3
1206,CSI: Crime Scene Investigation Super Pack (PC),"Sep 10, 2008",tbd
1207,Hell's Kitchen (DS),"Sep 9, 2008",6.5
1208,Hell's Kitchen (WII),"Sep 9, 2008",7.9
1209,The Price is Right (DS),"Sep 9, 2008",tbd
1210,The Price is Right (WII),"Sep 9, 2008",4.3
1211,My Chinese Coach (DS),"Aug 26, 2008",tbd
1212,Imagine: Teacher (DS),"Aug 12, 2008",7.5
1213,Quick Yoga Training (DS),"Aug 6, 2008",tbd
1214,Pet Adoption Center (DS),"Jun 30, 2008",tbd
1215,My Weight Loss Coach (DS),"Jun 24, 2008",7.6
1216,Gourmet Chef: Cook Your Way To Fame (DS),"Jun 24, 2008",tbd
1217,Midnight Play! Pack (DS),"Jun 24, 2008",tbd
1218,Imagine: Rock Star (DS),"Jun 17, 2008",tbd
1219,Petz: Dogz Fashion (DS),"Jun 17, 2008",tbd
1220,My Fashion Studio (DS),"Jun 10, 2008",6.8
1221,Protothea (WII),"Jun 2, 2008",tbd
1222,Emergency Heroes (WII),"May 27, 2008",4.6
1223,Haze (PS3),"May 20, 2008",6.5
1224,The Dog Island (WII),"May 6, 2008",8.3
1225,TrackMania Nations Forever (PC),"Apr 16, 2008",8.7
1226,TrackMania United Forever (PC),"Apr 16, 2008",8.7
1227,Tom Clancy's Rainbow Six: Vegas 2 (PC),"Apr 15, 2008",7.3
1228,Assassin's Creed: Director's Cut Edition (PC),"Apr 8, 2008",7.5
1229,Silent Hunter: Wolves of the Pacific U-Boat Missions (PC),"Mar 24, 2008",tbd
1230,Tom Clancy's Rainbow Six Vegas 2 (PS3),"Mar 18, 2008",7.9
1231,Tom Clancy's Rainbow Six Vegas 2 (X360),"Mar 18, 2008",7.8
1232,Petz: Bunnyz (DS),"Mar 5, 2008",tbd
1233,Anno 1701: Dawn of Discovery (DS),"Mar 4, 2008",7.4
1234,Imagine: Figure Skater (DS),"Mar 4, 2008",tbd
1235,Tom Clancy's Chronicles (PC),"Mar 3, 2008",7.9
1236,Lost: Via Domus (PC),"Feb 26, 2008",6.1
1237,Lost: Via Domus (PS3),"Feb 26, 2008",6.5
1238,Lost: Via Domus (X360),"Feb 26, 2008",6.4
1239,Petz Wild Animals: Tigerz (DS),"Feb 26, 2008",tbd
1240,Totally Spies! Totally Party (PC),"Feb 14, 2008",tbd
1241,Dark Messiah of Might and Magic: Elements (X360),"Feb 12, 2008",7.0
1242,Chessmaster: The Art of Learning (PSP),"Feb 12, 2008",8.4
1243,Assassin's Creed: Altair's Chronicles (DS),"Feb 5, 2008",6.1
1244,Real Soccer 2008 (DS),"Feb 5, 2008",tbd
1245,Puppy Palace (DS),"Feb 5, 2008",tbd
1246,Chessmaster LIVE (X360),"Jan 30, 2008",6.9
1247,No More Heroes (WII),"Jan 22, 2008",8.4
1248,CSI: Crime Scene Investigation: Hard Evidence (WII),"Jan 15, 2008",6.3
1249,Nitrobike (WII),"Jan 15, 2008",7.1
1250,Miami Nights: Singles in the City (DS),"Jan 15, 2008",7.1
1251,Nitrobike (PS2),"Jan 15, 2008",tbd
1252,Brain Challenge (DS),"Jan 8, 2008",7.0
1253,Beowulf: The Game (PSP),"Dec 4, 2007",5.4
1254,Cranium Kabookii (WII),"Dec 4, 2007",5.4
1255,Petz: Hamsterz 2 (DS),"Nov 23, 2007",tbd
1256,Petz: Dogz 2 (PS2),"Nov 23, 2007",tbd
1257,CSI: Crime Scene Investigation: Dark Motives (DS),"Nov 20, 2007",6.7
1258,Imagine Fashion Designer (PC),"Nov 19, 2007",tbd
1259,Rayman Raving Rabbids 2 (WII),"Nov 15, 2007",8.3
1260,America's Army: True Soldiers (X360),"Nov 15, 2007",6.7
1261,Petz: Catz 2 (PC),"Nov 15, 2007",tbd
1262,Petz: Horsez 2 (PC),"Nov 15, 2007",tbd
1263,Petz: Horsez 2 (DS),"Nov 14, 2007",tbd
1264,Petz: Horsez 2 (WII),"Nov 14, 2007",tbd
1265,Petz: Catz 2 (WII),"Nov 14, 2007",6.5
1266,Petz: Dogz 2 (WII),"Nov 14, 2007",tbd
1267,Petz: Catz 2 (DS),"Nov 14, 2007",7.6
1268,Petz: Dogz 2 (DS),"Nov 14, 2007",tbd
1269,Petz: Horsez 2 (PS2),"Nov 14, 2007",tbd
1270,Petz: Catz 2 (PS2),"Nov 14, 2007",tbd
1271,Assassin's Creed (PS3),"Nov 13, 2007",7.3
1272,Assassin's Creed (X360),"Nov 13, 2007",7.7
1273,Beowulf: The Game (PC),"Nov 13, 2007",5.2
1274,Rayman Raving Rabbids 2 (DS),"Nov 13, 2007",6.9
1275,Beowulf: The Game (X360),"Nov 13, 2007",4.7
1276,Beowulf: The Game (PS3),"Nov 13, 2007",4.9
1277,Petz: Dogz 2 (PC),"Nov 13, 2007",tbd
1278,Petz: Hamsterz Life 2 (DS),"Nov 13, 2007",tbd
1279,Blazing Angels 2: Secret Missions of WWII (PS3),"Nov 6, 2007",7.2
1280,My Word Coach (DS),"Nov 6, 2007",6.8
1281,My Word Coach (WII),"Nov 6, 2007",tbd
1282,My Spanish Coach (DS),"Nov 6, 2007",tbd
1283,My French Coach (DS),"Nov 6, 2007",tbd
1284,Naruto: Rise of a Ninja (X360),"Oct 30, 2007",8.5
1285,Chessmaster: Grandmaster Edition (PC),"Oct 30, 2007",7.1
1286,Chessmaster: The Art of Learning (DS),"Oct 23, 2007",6.7
1287,Imagine: Fashion Designer (DS),"Oct 23, 2007",7.6
1288,Imagine: Animal Doctor (DS),"Oct 23, 2007",7.4
1289,Imagine: Babyz (DS),"Oct 23, 2007",7.7
1290,Imagine: Master Chef (DS),"Oct 23, 2007",tbd
1291,Heroes of Might and Magic V: Tribes of the East (PC),"Oct 16, 2007",8.7
1292,Petz Wild Animals: Dolphinz (DS),"Oct 16, 2007",tbd
1293,CSI: Crime Scene Investigation: Hard Evidence (X360),"Sep 26, 2007",5.4
1294,CSI: Crime Scene Investigation: 3 Dimensions of Murder (PS2),"Sep 25, 2007",tbd
1295,The Settlers: Rise of an Empire (PC),"Sep 25, 2007",7.4
1296,CSI: Crime Scene Investigation: Hard Evidence (PC),"Sep 25, 2007",5.8
1297,Brain Spa (PC),"Sep 25, 2007",tbd
1298,Blazing Angels 2: Secret Missions of WWII (PC),"Sep 21, 2007",4.9
1299,Cosmic Family (WII),"Sep 18, 2007",6.0
1300,Blazing Angels 2: Secret Missions of WWII (X360),"Sep 18, 2007",7.8
1301,Jam Sessions (DS),"Sep 11, 2007",5.3
1302,Tom Clancy's Ghost Recon Advanced Warfighter 2 (PS3),"Aug 23, 2007",7.7
1303,Tom Clancy's Ghost Recon Advanced Warfighter 2 (PSP),"Aug 23, 2007",5.8
1304,The Settlers (DS),"Aug 21, 2007",5.4
1305,Tom Clancy's Ghost Recon Advanced Warfighter 2 (PC),"Jul 17, 2007",7.2
1306,Platinum Sudoku (DS),"Jul 3, 2007",tbd
1307,Tom Clancy's Rainbow Six Vegas (PS3),"Jun 26, 2007",7.6
1308,Driver: Parallel Lines (PC),"Jun 26, 2007",6.2
1309,Driver: Parallel Lines (WII),"Jun 26, 2007",6.0
1310,Brothers In Arms DS (DS),"Jun 21, 2007",8.0
1311,Prince of Persia Classic (X360),"Jun 13, 2007",7.1
1312,Call of Juarez (PC),"Jun 12, 2007",7.7
1313,Tom Clancy's Rainbow Six Vegas (PSP),"Jun 12, 2007",7.1
1314,Call of Juarez (X360),"Jun 7, 2007",7.0
1315,Surf's Up (PC),"Jun 1, 2007",tbd
1316,Surf's Up (GC),"Jun 1, 2007",tbd
1317,Surf's Up (DS),"May 30, 2007",7.0
1318,Surf's Up (PS2),"May 30, 2007",tbd
1319,Surf's Up (PS3),"May 30, 2007",5.1
1320,Surf's Up (PSP),"May 30, 2007",tbd
1321,Surf's Up (WII),"May 30, 2007",tbd
1322,Surf's Up (X360),"May 30, 2007",6.1
1323,Surf's Up (GBA),"May 30, 2007",tbd
1324,WarTech: Senko no Ronde (X360),"May 29, 2007",6.1
1325,Resident Evil 4 (PC),"May 15, 2007",7.4
1326,Driver '76 (PSP),"May 8, 2007",7.7
1327,Rayman Raving Rabbids (X360),"Apr 24, 2007",7.6
1328,Prince of Persia: Rival Swords (WII),"Apr 3, 2007",7.7
1329,Prince of Persia Rival Swords (PSP),"Apr 3, 2007",8.3
1330,Enchanted Arms (PS3),"Apr 3, 2007",6.0
1331,Tom Clancy's Splinter Cell Double Agent (PS3),"Mar 30, 2007",6.4
1332,Silent Hunter: Wolves of the Pacific (PC),"Mar 20, 2007",7.1
1333,TMNT (X360),"Mar 20, 2007",6.5
1334,TMNT (PC),"Mar 20, 2007",7.0
1335,Blazing Angels: Squadrons of WWII (WII),"Mar 20, 2007",6.8
1336,TMNT (WII),"Mar 20, 2007",5.9
1337,TMNT (PS2),"Mar 20, 2007",5.6
1338,TMNT (PSP),"Mar 20, 2007",4.0
1339,TMNT (DS),"Mar 20, 2007",3.1
1340,Petz Vet (PC),"Mar 20, 2007",tbd
1341,Mind Quiz: Your Brain Coach (PC),"Mar 20, 2007",tbd
1342,TMNT (GC),"Mar 20, 2007",tbd
1343,TMNT (GBA),"Mar 20, 2007",6.4
1344,Teenage Mutant Ninja Turtles: 1989 Classic Arcade (X360),"Mar 14, 2007",7.4
1345,IL-2 Sturmovik: 1946 (PC),"Mar 13, 2007",8.8
1346,Rocky Balboa (PSP),"Mar 13, 2007",6.6
1347,Mind Quiz: Your Brain Coach (DS),"Mar 13, 2007",tbd
1348,Rayman Raving Rabbids (DS),"Mar 6, 2007",6.8
1349,Tom Clancy's Ghost Recon Advanced Warfighter 2 (X360),"Mar 6, 2007",7.9
1350,Rainbow Six Collector Edition (PC),2007,tbd
1351,Splinter Cell Collector Edition (PC),2007,tbd
1352,Star Wars: Lethal Alliance (DS),"Dec 14, 2006",tbd
1353,Tom Clancy's Rainbow Six: Vegas (PC),"Dec 12, 2006",7.7
1354,Far Cry Vengeance (WII),"Dec 12, 2006",5.3
1355,Blazing Angels: Squadrons of WWII (PS3),"Dec 12, 2006",6.8
1356,Rayman Raving Rabbids (PC),"Dec 11, 2006",7.4
1357,Star Wars: Lethal Alliance (PSP),"Dec 7, 2006",6.9
1358,Brothers in Arms: D-Day (PSP),"Dec 5, 2006",8.6
1359,Rayman Raving Rabbids (PS2),"Dec 5, 2006",7.2
1360,Open Season (WII),"Nov 30, 2006",5.6
1361,Catz (DS),"Nov 30, 2006",5.3
1362,Hamsterz Life (DS),"Nov 28, 2006",8.0
1363,Horsez (DS),"Nov 28, 2006",8.1
1364,Tom Clancy's Splinter Cell Double Agent (WII),"Nov 28, 2006",7.4
1365,Dogz (DS),"Nov 22, 2006",7.8
1366,Tom Clancy's Rainbow Six Vegas (X360),"Nov 20, 2006",8.3
1367,Red Steel (WII),"Nov 19, 2006",6.8
1368,Monster 4X4: World Circuit (WII),"Nov 19, 2006",7.8
1369,Horsez (PC),"Nov 16, 2006",7.9
1370,Rayman Raving Rabbids (WII),"Nov 14, 2006",7.8
1371,GT Pro Series (WII),"Nov 14, 2006",4.0
1372,Catz (PC),"Nov 14, 2006",tbd
1373,Dogz (PC),"Nov 14, 2006",7.0
1374,Asphalt: Urban GT 2 (DS),"Nov 14, 2006",7.1
1375,Heroes of Might and Magic V: Hammers of Fate (PC),"Nov 14, 2006",8.3
1376,Horsez (PS2),"Nov 14, 2006",7.7
1377,Rayman Raving Rabbids (GBA),"Nov 14, 2006",6.6
1378,Tom Clancy's Splinter Cell: Double Agent (PC),"Nov 7, 2006",5.8
1379,Mind Quiz (PSP),"Oct 31, 2006",tbd
1380,Tom Clancy's Splinter Cell Double Agent (GC),"Oct 26, 2006",7.1
1381,Tom Clancy's Splinter Cell Double Agent (PS2),"Oct 24, 2006",8.6
1382,Dark Messiah of Might and Magic (PC),"Oct 24, 2006",8.7
1383,Tom Clancy's Splinter Cell Double Agent (XBOX),"Oct 24, 2006",8.1
1384,Tom Clancy's Splinter Cell Double Agent (X360),"Oct 17, 2006",8.1
1385,Devil May Cry 3: Special Edition (PC),"Oct 16, 2006",8.2
1386,Import Tuner Challenge (X360),"Sep 26, 2006",7.7
1387,Open Season (X360),"Sep 19, 2006",7.3
1388,Open Season (PC),"Sep 19, 2006",8.2
1389,Open Season (DS),"Sep 19, 2006",tbd
1390,Open Season (PS2),"Sep 19, 2006",tbd
1391,Open Season (PSP),"Sep 19, 2006",tbd
1392,Open Season (XBOX),"Sep 19, 2006",tbd
1393,Open Season (GC),"Sep 19, 2006",tbd
1394,Open Season (GBA),"Sep 19, 2006",7.6
1395,Dogz Fashion (GBA),"Sep 19, 2006",8.0
1396,Faces of War (PC),"Sep 12, 2006",8.5
1397,Enchanted Arms (X360),"Aug 29, 2006",6.7
1398,Over G Fighters (X360),"Jun 27, 2006",6.2
1399,Champion Dreams: First to Ride (PC),"Jun 15, 2006",tbd
1400,And 1 Streetball (PS2),"Jun 6, 2006",8.9
1401,Astonishia Story (PSP),"Jun 6, 2006",5.2
1402,And 1 Streetball (XBOX),"Jun 6, 2006",7.9
1403,Heroes of Might and Magic V (PC),"May 23, 2006",8.0
1404,Tom Clancy's Ghost Recon Advanced Warfighter (PC),"May 3, 2006",7.7
1405,Paradise (2006) (PC),"May 3, 2006",8.5
1406,Wild Earth: Photo Safari (PC),"May 2, 2006",6.7
1407,Lost Magic (DS),"Apr 25, 2006",8.1
1408,Ultimate Flight Collection (PC),"Apr 18, 2006",tbd
1409,Tom Clancy's Ghost Recon Advanced Warfighter (PS2),"Mar 28, 2006",4.5
1410,Far Cry Instincts Predator (X360),"Mar 28, 2006",6.2
1411,Blazing Angels: Squadrons of WWII (PC),"Mar 28, 2006",4.6
1412,Far Cry Instincts Evolution (XBOX),"Mar 28, 2006",6.3
1413,Blazing Angels: Squadrons of WWII (X360),"Mar 23, 2006",8.0
1414,Blazing Angels: Squadrons of WWII (XBOX),"Mar 23, 2006",7.0
1415,Monster 4X4: World Circuit (XBOX),"Mar 23, 2006",tbd
1416,Catz (GBA),"Mar 22, 2006",7.9
1417,Tom Clancy's Splinter Cell Essentials (PSP),"Mar 21, 2006",7.3
1418,Go! Sudoku (PSP),"Mar 21, 2006",5.3
1419,Onimusha 3: Demon Siege (PC),"Mar 16, 2006",8.1
1420,CSI: Crime Scene Investigation: 3 Dimensions of Murder (PC),"Mar 14, 2006",7.5
1421,Tom Clancy's Rainbow Six Critical Hour (XBOX),"Mar 14, 2006",3.6
1422,Tom Clancy's Ghost Recon Advanced Warfighter (X360),"Mar 9, 2006",7.9
1423,Tom Clancy's Ghost Recon Advanced Warfighter (XBOX),"Mar 9, 2006",6.0
1424,Tom Clancy's Rainbow Six: Lockdown (PC),"Feb 16, 2006",6.3
1425,Drakengard 2 (PS2),"Feb 14, 2006",6.5
1426,Exit (PSP),"Feb 14, 2006",7.6
1427,Peter Jackson's King Kong: The Official Game of the Movie (PSP),"Dec 20, 2005",6.4
1428,Prince of Persia Revelations (PSP),"Dec 6, 2005",8.0
1429,Battles of Prince of Persia (DS),"Dec 6, 2005",7.7
1430,Prince of Persia: The Two Thrones (PS2),"Dec 1, 2005",8.5
1431,Prince of Persia: The Two Thrones (PC),"Dec 1, 2005",8.0
1432,Prince of Persia: The Two Thrones (XBOX),"Dec 1, 2005",8.4
1433,Prince of Persia: The Two Thrones (GC),"Dec 1, 2005",7.8
1434,Peter Jackson's King Kong: The Official Game of the Movie (PS2),"Nov 21, 2005",8.4
1435,Peter Jackson's King Kong: The Official Game of the Movie (PC),"Nov 21, 2005",7.6
1436,Peter Jackson's King Kong: The Official Game of the Movie (DS),"Nov 21, 2005",3.2
1437,Peter Jackson's King Kong: The Official Game of the Movie (X360),"Nov 21, 2005",7.6
1438,Peter Jackson's King Kong: The Official Game of the Movie (XBOX),"Nov 21, 2005",8.6
1439,Peter Jackson's King Kong: The Official Game of the Movie (GC),"Nov 21, 2005",8.3
1440,Kong: The 8th Wonder of the World (GBA),"Nov 21, 2005",8.5
1441,America's Army: Rise of a Soldier (XBOX),"Nov 17, 2005",7.4
1442,Dogz (GBA),"Nov 17, 2005",6.3
1443,Flow: Urban Dance Uprising (PS2),"Nov 15, 2005",tbd
1444,Trollz: Hair Affair! (GBA),"Nov 1, 2005",tbd
1445,Brothers in Arms: Earned in Blood (PS2),"Oct 26, 2005",7.9
1446,Heroes of the Pacific (PC),"Oct 25, 2005",7.0
1447,Brothers in Arms: Earned in Blood (XBOX),"Oct 6, 2005",8.6
1448,Brothers in Arms: Earned in Blood (PC),"Oct 4, 2005",7.3
1449,Heroes of the Pacific (PS2),"Sep 28, 2005",8.4
1450,Heroes of the Pacific (XBOX),"Sep 28, 2005",8.6
1451,Lunar: Dragon Song (DS),"Sep 27, 2005",6.2
1452,Far Cry Instincts (XBOX),"Sep 27, 2005",5.7
1453,Tom Clancy's Rainbow Six: Lockdown (GC),"Sep 27, 2005",7.8
1454,Myst V: End of Ages (PC),"Sep 19, 2005",7.7
1455,Tom Clancy's Rainbow Six: Lockdown (PS2),"Sep 6, 2005",6.9
1456,Tom Clancy's Rainbow Six: Lockdown (XBOX),"Sep 6, 2005",6.6
1457,Rayman: 10th Anniversary Collection (PC),"Sep 5, 2005",tbd
1458,187 Ride or Die (XBOX),"Aug 24, 2005",6.9
1459,187 Ride or Die (PS2),"Aug 23, 2005",7.0
1460,Tom Clancy's Ghost Recon 2 Summit Strike (XBOX),"Aug 2, 2005",7.2
1461,Lock On: Modern Air Combat (PC),"Jul 26, 2005",7.5
1462,Tom Clancy's Splinter Cell: Chaos Theory (DS),"Jun 28, 2005",7.1
1463,Bomberman (DS),"Jun 21, 2005",7.3
1464,Tom Clancy's Rainbow Six 3: Iron Wrath (PC),"Jun 10, 2005",tbd
1465,Cold Fear (PC),"May 17, 2005",7.6
1466,Star Wars Episode III: Revenge of the Sith (DS),"May 4, 2005",7.8
1467,Star Wars Episode III: Revenge of the Sith (GBA),"May 4, 2005",7.8
1468,Tom Clancy's Splinter Cell Chaos Theory (GC),"Mar 31, 2005",8.1
1469,Myst IV: Revelation (XBOX),"Mar 29, 2005",tbd
1470,Tom Clancy's Splinter Cell: Chaos Theory (PC),"Mar 28, 2005",8.7
1471,Tom Clancy's Splinter Cell Chaos Theory (PS2),"Mar 28, 2005",8.5
1472,Tom Clancy's Splinter Cell Chaos Theory (XBOX),"Mar 28, 2005",8.9
1473,Rayman DS (DS),"Mar 24, 2005",7.6
1474,Lumines (PSP),"Mar 22, 2005",6.7
1475,Silent Hunter III (PC),"Mar 15, 2005",7.7
1476,Brothers in Arms: Road to Hill 30 (PC),"Mar 15, 2005",7.2
1477,Brothers in Arms: Road to Hill 30 (PS2),"Mar 15, 2005",7.6
1478,Cold Fear (PS2),"Mar 15, 2005",7.9
1479,Tom Clancy's Ghost Recon 2 (GC),"Mar 15, 2005",1.4
1480,Cold Fear (XBOX),"Mar 15, 2005",7.7
1481,Rayman: Hoodlum's Revenge (GBA),"Mar 15, 2005",7.2
1482,Brothers in Arms: Road to Hill 30 (XBOX),"Mar 1, 2005",8.0
1483,Heritage of Kings: The Settlers (PC),"Feb 24, 2005",5.9
1484,Disney's Winnie the Pooh's Rumbly Tumbly Adventure (PS2),"Feb 8, 2005",tbd
1485,Winnie the Pooh's Rumbly Tumbly Adventure (GC),"Feb 8, 2005",tbd
1486,Winnie the Pooh's Rumbly Tumbly Adventure (GBA),"Feb 8, 2005",tbd
1487,CSI: Crime Scene Investigation Double Pack (PC),"Feb 1, 2005",tbd
1488,Tom Clancy's Splinter Cell: Espionage Pack (PC),"Feb 1, 2005",tbd
1489,Petz: Dogz 5 / Catz 5 (PC),"Jan 15, 2005",tbd
1490,Tork: Prehistoric Punk (XBOX),"Jan 12, 2005",6.2
1491,CSI: Crime Scene Investigation (XBOX),"Dec 14, 2004",7.3
1492,Sprung (DS),"Dec 8, 2004",5.8
1493,Shadowbane: Throne of Oblivion (PC),"Dec 7, 2004",tbd
1494,Prince of Persia: Warrior Within (PS2),"Nov 30, 2004",8.5
1495,Prince of Persia: Warrior Within (PC),"Nov 30, 2004",8.5
1496,Tom Clancy's Ghost Recon 2 (PS2),"Nov 30, 2004",5.7
1497,Prince of Persia: Warrior Within (XBOX),"Nov 30, 2004",7.5
1498,Prince of Persia: Warrior Within (GC),"Nov 30, 2004",7.8
1499,Alexander (PC),"Nov 23, 2004",6.4
1500,Asphalt: Urban GT (DS),"Nov 17, 2004",7.6
1501,CSI: Miami (PC),"Nov 16, 2004",7.3
1502,Tom Clancy's Ghost Recon 2 (XBOX),"Nov 16, 2004",8.9
1503,Tom Clancy's Classic Trilogy (XBOX),"Nov 16, 2004",tbd
1504,Pacific Fighters (PC),"Oct 26, 2004",7.5
1505,Chessmaster (XBOX),"Oct 26, 2004",8.3
1506,Ape Escape: Pumped & Primed (PS2),"Oct 20, 2004",6.6
1507,The Dukes of Hazzard: Return of the General Lee (PS2),"Sep 28, 2004",6.8
1508,Rocky: Legends (PS2),"Sep 28, 2004",8.6
1509,Sherlock Holmes: The Silver Earring (PC),"Sep 28, 2004",6.8
1510,Rocky: Legends (XBOX),"Sep 28, 2004",5.2
1511,The Dukes of Hazzard: Return of the General Lee (XBOX),"Sep 28, 2004",7.0
1512,Star Wars Trilogy: Apprentice of the Force (GBA),"Sep 21, 2004",tbd
1513,Advance Guardian Heroes (GBA),"Sep 14, 2004",tbd
1514,The Political Machine (PC),"Aug 12, 2004",5.4
1515,Chessmaster 10th Edition (PC),"Aug 12, 2004",7.5
1516,Tom Clancy's Rainbow Six 3: Black Arrow (XBOX),"Aug 4, 2004",8.1
1517,Tom Clancy's Splinter Cell Pandora Tomorrow (GC),"Jul 20, 2004",8.1
1518,Uru: The Path of the Shell (PC),"Jul 7, 2004",7.0
1519,Myst: Uru Complete Chronicles (PC),"Jul 7, 2004",8.8
1520,Tom Clancy's Rainbow Six 3 (GC),"Jun 17, 2004",8.2
1521,Tom Clancy's Splinter Cell Pandora Tomorrow (PS2),"Jun 16, 2004",8.5
1522,Tom Clancy's Rainbow Six 3 (PS2),"Mar 24, 2004",8.1
1523,Tom Clancy's Splinter Cell Pandora Tomorrow (GBA),"Mar 24, 2004",6.2
1524,Far Cry (PC),"Mar 23, 2004",8.0
1525,Tom Clancy's Splinter Cell: Pandora Tomorrow (PC),"Mar 23, 2004",7.9
1526,CSI: Crime Scene Investigation: Dark Motives (PC),"Mar 23, 2004",7.7
1527,Tom Clancy's Splinter Cell Pandora Tomorrow (XBOX),"Mar 23, 2004",8.6
1528,Tom Clancy's Ghost Recon: Jungle Storm (PS2),"Mar 16, 2004",6.3
1529,Tom Clancy's Rainbow Six 3: Athena Sword (PC),"Mar 9, 2004",7.4
1530,Tom Clancy's Rainbow Six 3 Gold Edition (PC),"Mar 9, 2004",tbd
1531,IL-2 Sturmovik: Forgotten Battles - Ace (PC),"Mar 2, 2004",8.4
1532,IL-2 Sturmovik: Forgotten Battles - Gold Pack (PC),"Mar 2, 2004",tbd
1533,Beyond Good & Evil (GC),"Dec 11, 2003",8.4
1534,Monster 4x4: Masters of Metal (GC),"Dec 10, 2003",tbd
1535,Shadowbane: The Rise of Chaos (PC),"Dec 9, 2003",5.3
1536,Tom Clancy's Counter-Terrorism Classics Pack (PC),"Dec 9, 2003",tbd
1537,"Crouching Tiger, Hidden Dragon (XBOX)","Dec 9, 2003",tbd
1538,Puzzle Pirates (PC),"Dec 8, 2003",8.5
1539,Prince of Persia: The Sands of Time (PC),"Dec 2, 2003",8.6
1540,Beyond Good & Evil (XBOX),"Dec 2, 2003",8.3
1541,Monster 4x4: Masters of Metal (PS2),"Nov 25, 2003",8.3
1542,XIII (GC),"Nov 24, 2003",7.6
1543,XIII (XBOX),"Nov 24, 2003",8.1
1544,Beyond Good & Evil (PC),"Nov 19, 2003",8.7
1545,XIII (PS2),"Nov 18, 2003",8.5
1546,XIII (PC),"Nov 18, 2003",7.7
1547,Mucha Lucha! Mascaritas of the Lost Code (GBA),"Nov 18, 2003",4.3
1548,Prince of Persia: The Sands of Time (GC),"Nov 18, 2003",8.2
1549,Myst 10th Anniversary Collection (PC),"Nov 13, 2003",tbd
1550,Prince of Persia: The Sands of Time (XBOX),"Nov 12, 2003",7.7
1551,Uru: Ages Beyond Myst (PC),"Nov 11, 2003",7.3
1552,Beyond Good & Evil (PS2),"Nov 11, 2003",8.9
1553,Batman: Rise of Sin Tzu (GC),"Nov 11, 2003",tbd
1554,Prince of Persia: The Sands of Time (PS2),"Nov 6, 2003",8.7
1555,Prince of Persia: The Sands of Time (GBA),"Oct 30, 2003",8.8
1556,Batman: Rise of Sin Tzu (GBA),"Oct 27, 2003",6.8
1557,Warlords IV: Heroes of Etheria (PC),"Oct 21, 2003",7.4
1558,Batman: Rise of Sin Tzu (PS2),"Oct 16, 2003",8.3
1559,Batman: Rise of Sin Tzu (XBOX),"Oct 16, 2003",7.7
1560,"Crouching Tiger, Hidden Dragon (PS2)","Oct 9, 2003",3.7
1561,"Crouching Tiger, Hidden Dragon (GBA)","Oct 9, 2003",tbd
1562,Tom Clancy's Ghost Recon: Island Thunder (XBOX),"Aug 6, 2003",8.8
1563,Charlie's Angels (GC),"Jul 9, 2003",3.1
1564,Ape Escape 2 (PS2),"Jun 30, 2003",8.4
1565,City Racer (PC),"Jun 30, 2003",tbd
1566,Will Rock (PC),"Jun 9, 2003",7.0
1567,Chessmaster (PS2),"May 28, 2003",7.3
1568,City Racer (GC),"Apr 29, 2003",6.3
1569,Tom Clancy's Splinter Cell (GBA),"Apr 27, 2003",8.8
1570,Tom Clancy's Splinter Cell (GC),"Apr 10, 2003",8.6
1571,Tom Clancy's Splinter Cell (PS2),"Apr 8, 2003",7.8
1572,CSI: Crime Scene Investigation (PC),"Mar 26, 2003",6.8
1573,Shadowbane (PC),"Mar 25, 2003",7.5
1574,Tom Clancy's Rainbow Six 3: Raven Shield (PC),"Mar 19, 2003",8.8
1575,Rayman 3: Hoodlum Havoc (PC),"Mar 18, 2003",7.9
1576,Rayman 3: Hoodlum Havoc (XBOX),"Mar 18, 2003",8.5
1577,Rayman 3: Hoodlum Havoc (PS2),"Mar 17, 2003",8.8
1578,Tom Clancy's Rainbow Six 3 (XBOX),"Mar 14, 2003",8.5
1579,Bratz (GBA),"Mar 12, 2003",tbd
1580,Murakumo: Renegade Mech Pursuit (XBOX),"Mar 5, 2003",7.5
1581,IL-2 Sturmovik: Forgotten Battles (PC),"Mar 2, 2003",7.9
1582,Rayman 3: Hoodlum Havoc (GC),"Mar 2, 2003",8.4
